,city,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
388,reshetylivka,49.56,34.08,76.98,46,84,6.13,UA,1596990256
389,lukovetskiy,64.3,41.92,64.4,82,40,1.99,RU,1596990259
390,warner robins,32.62,-83.6,91.4,62,20,3.36,US,1596990261
391,hambantota,6.12,81.12,75.2,100,75,5.82,LK,1596990262
392,tandil,-37.32,-59.13,61.0,63,88,8.01,AR,1596990037
393,san juan,-31.54,-68.54,73.18,20,0,5.86,AR,1596990265
394,zabol,32.25,67.25,80.87,32,25,11.41,AF,1596990266
395,bonthe,7.53,-12.51,79.39,72,59,14.18,SL,1596990267
396,zaraza,9.35,-65.32,83.19,85,60,4.54,VE,1596990268
397,ballina,-28.87,153.57,53.6,76,0,8.05,AU,1596990269
398,general delgado,-27.17,-56.52,82.4,42,4,6.93,PY,1596990270
399,manzhouli,49.6,117.43,58.86,76,65,3.58,CN,1596990271
400,gisborne,-38.65,178.0,39.99,81,0,4.0,NZ,1596990272
401,ketchikan,55.34,-131.65,55.4,100,90,34.45,US,1596990273
402,bandrele,-12.91,45.19,77.0,73,20,8.05,YT,1596990275
403,bilma,18.69,12.92,103.35,21,1,2.53,NE,1596990276
404,tiarei,-17.53,-149.33,77.0,50,40,6.93,PF,1596990277
405,fukue,32.69,128.84,82.92,85,28,24.94,JP,1596990278
406,longfeng,46.55,125.12,66.15,90,14,6.62,CN,1596990279
407,barguzin,53.62,109.62,58.21,87,100,0.69,RU,1596990244
408,pangody,65.85,74.49,56.39,74,91,10.94,RU,1596990281
409,havoysund,71.0,24.66,53.6,76,75,23.04,NO,1596990282
410,aykhal,66.0,111.5,50.0,81,48,4.47,RU,1596990177
411,dubrovnik,42.65,18.09,86.0,45,1,11.41,HR,1596990284
412,puri,19.8,85.85,82.4,94,40,2.24,IN,1596990285
413,sistranda,63.73,8.83,61.0,67,20,8.05,NO,1596990061
414,pitea,65.32,21.48,69.8,40,0,17.22,SE,1596990287
415,hami,42.8,93.45,88.39,13,0,14.58,CN,1596990288
416,santo tomas,14.11,121.14,79.0,88,75,14.99,PH,1596990289
417,san ramon,37.78,-121.98,72.0,56,1,4.7,US,1596990176
418,kiama,-34.68,150.87,57.0,87,100,3.0,AU,1596990294
419,villa bruzual,9.33,-69.12,80.46,89,41,5.19,VE,1596990009
420,nieuw amsterdam,5.88,-55.08,91.4,59,40,6.93,SR,1596990296
421,czersk,53.8,17.98,82.0,100,82,6.73,PL,1596990297
422,angoche,-16.23,39.91,70.16,64,19,7.61,MZ,1596990298
423,vila franca do campo,37.72,-25.43,73.4,83,40,5.82,PT,1596990299
424,portland,45.52,-122.68,61.0,72,20,4.68,US,1596989817
425,san pedro,14.35,121.02,79.0,88,75,14.99,PH,1596990301
426,boyabat,41.47,34.77,80.6,74,40,12.75,TR,1596990302
427,cross lanes,38.42,-81.79,89.01,48,20,5.82,US,1596990303
428,narsaq,60.92,-46.05,57.2,62,95,5.82,GL,1596990304
429,saint-augustin,51.23,-58.65,78.13,52,32,13.31,CA,1596990306
430,sapad,7.85,123.83,78.49,84,100,0.49,PH,1596990307
431,muros,42.78,-9.06,64.99,87,37,10.0,ES,1596990308
432,tazovskiy,67.47,78.7,51.15,84,99,6.04,RU,1596990309
433,oudtshoorn,-33.59,22.2,60.8,51,20,9.17,ZA,1596990310
434,deputatskiy,69.3,139.9,41.34,98,100,8.55,RU,1596990311
435,canmore,51.08,-115.35,55.4,62,1,5.82,CA,1596990306
436,gizo,-8.1,156.84,82.02,75,100,5.12,SB,1596990314
437,san jorge,-31.9,-61.86,73.0,58,56,4.0,AR,1596990315
438,acapulco,16.86,-99.89,86.0,70,75,6.93,MX,1596990038
439,sao joao da barra,-21.64,-41.05,80.6,51,20,13.87,BR,1596990318
440,asau,46.43,26.4,73.0,64,7,6.82,RO,1596990320
441,clarksdale,34.2,-90.57,89.6,66,0,5.88,US,1596990321
442,destin,30.39,-86.5,89.6,66,1,5.82,US,1596990179
443,eyemouth,55.87,-2.09,64.0,72,86,10.92,GB,1596990323
444,asfi,32.3,-9.24,74.88,77,12,16.28,MA,1596990324
445,camabatela,-8.19,15.38,82.87,31,76,7.81,AO,1596990325
446,hualmay,-11.1,-77.61,65.79,64,51,8.63,PE,1596990326
447,buala,-8.14,159.59,80.69,82,100,7.49,SB,1596990327
448,ridgecrest,35.62,-117.67,82.4,26,1,0.94,US,1596990135
449,manado,1.49,124.85,77.0,83,40,4.7,ID,1596990329
450,bambous virieux,-20.34,57.76,68.0,68,75,12.75,MU,1596990330
451,auki,-8.77,160.7,77.74,86,100,3.49,SB,1596990331
452,karratha,-20.74,116.85,73.4,78,25,15.7,AU,1596990333
453,namibe,-15.2,12.15,68.0,72,58,13.87,AO,1596990334
454,arona,28.1,-16.68,82.4,54,20,18.34,ES,1596990335
455,port hedland,-20.32,118.57,69.8,94,47,8.05,AU,1596990336
456,pringsewu,-5.36,104.97,73.27,91,35,3.4,ID,1596990337
457,filadelfia,39.95,-75.16,89.01,62,20,8.05,US,1596990155
458,kudat,6.88,116.85,77.0,94,20,1.12,MY,1596990339
459,adrar,20.5,-10.07,104.97,18,1,12.12,MR,1596990340
460,winslow,35.02,-110.7,80.6,21,20,4.7,US,1596990341
461,san marcos,33.14,-117.17,72.0,72,90,4.21,US,1596990342
462,camana,-16.62,-72.71,65.12,59,48,7.43,PE,1596990343
463,isangel,-19.55,169.27,70.09,81,98,8.93,VU,1596990344
464,la cruz,23.92,-106.9,83.61,82,87,5.19,MX,1596990345
465,sorland,67.67,12.69,55.4,82,75,5.82,NO,1596990347
466,mango,27.98,-82.31,93.0,66,40,3.38,US,1596990348
467,diu,20.71,70.98,82.08,83,66,13.4,IN,1596990349
468,mandiana,10.63,-8.68,82.26,76,21,6.11,GN,1596990350
469,rock sound,24.9,-76.2,83.46,64,6,8.41,BS,1596990351
470,kouango,4.99,19.96,76.89,92,100,3.47,CF,1596990352
471,sitka,57.05,-135.33,57.2,76,90,20.8,US,1596990354
472,chifeng,42.27,118.96,71.8,52,52,6.89,CN,1596990355
473,mirador,-6.37,-44.36,95.52,25,0,7.96,BR,1596990357
474,mtwara,-10.27,40.18,75.2,57,20,9.17,TZ,1596990358
475,ouesso,1.61,16.05,79.99,78,100,2.59,CG,1596990360
476,jimma,7.67,36.83,61.5,89,89,2.44,ET,1596990362
477,cabo san lucas,22.89,-109.91,89.01,55,20,9.17,MX,1596990296
478,santa barbara,34.42,-119.7,70.0,87,90,4.05,US,1596990364
479,sept-iles,50.2,-66.38,71.6,68,75,8.05,CA,1596990365
480,zhuhai,22.28,113.57,87.01,79,20,10.29,CN,1596990366
481,khandyga,62.67,135.6,55.4,61,10,2.95,RU,1596990367
482,jumla,29.27,82.18,66.24,73,100,1.92,NP,1596990368
483,biltine,14.53,20.92,81.75,67,65,11.59,TD,1596990369
484,tevaitoa,-16.78,-151.5,78.06,75,30,21.36,PF,1596990370
485,mezen,65.85,44.24,54.45,72,55,3.27,RU,1596990371
486,sungurlu,40.17,34.37,81.59,30,53,16.28,TR,1596990372
487,mangrol,21.12,70.12,82.8,82,29,17.81,IN,1596990373
488,aleksandrov gay,50.15,48.57,73.54,42,11,13.8,RU,1596990375
489,necochea,-38.55,-58.74,51.01,83,100,8.99,AR,1596990376
490,kaka,37.35,59.61,83.35,23,0,3.51,TM,1596990378
491,havre-saint-pierre,50.23,-63.6,69.8,77,40,13.87,CA,1596990380
492,rafaela,-31.25,-61.49,75.0,55,0,5.01,AR,1596990251
493,jacareacanga,-6.22,-57.75,98.04,25,0,3.49,BR,1596990384
494,dharmadam,11.78,75.43,73.4,94,75,5.82,IN,1596990385
495,evensk,61.95,159.23,52.92,76,26,5.1,RU,1596990386
496,karasjok,69.47,25.51,57.2,76,75,21.92,NO,1596990387
497,mogadishu,2.04,45.34,76.24,76,32,16.87,SO,1596990388
498,inirida,3.87,-67.92,79.07,82,97,2.62,CO,1596990389
499,nsukka,6.86,7.39,78.39,72,55,7.63,NG,1596990390
500,novyy urengoy,66.08,76.63,57.58,73,90,7.96,RU,1596990392
501,talaya,61.38,152.75,55.49,74,99,5.39,RU,1596990393
502,kawalu,-7.38,108.21,71.91,89,91,1.05,ID,1596990394
503,komsomolsk,49.01,33.65,79.0,40,70,8.34,UA,1596990396
504,tadine,-21.55,167.88,70.41,80,99,9.19,NC,1596990397
505,hay river,60.82,-115.8,62.6,72,75,11.41,CA,1596990398
506,mandalgovi,45.76,106.27,56.77,64,0,13.44,MN,1596990400
507,tankara,22.67,70.73,82.27,82,21,12.8,IN,1596990401
508,pontianak,-0.03,109.33,77.97,90,92,4.0,ID,1596990402
509,atar,20.52,-13.05,111.09,13,18,5.37,MR,1596990403
510,leshukonskoye,64.9,45.76,53.89,77,60,3.13,RU,1596990404
511,bubaque,11.28,-15.83,79.12,85,100,18.41,GW,1596990405
512,finschhafen,-6.6,147.87,78.57,77,96,5.1,PG,1596990406
513,gayny,60.31,54.32,57.72,73,92,4.9,RU,1596990407
514,piacabucu,-10.41,-36.43,78.1,73,39,11.99,BR,1596990408
515,te horo,-40.81,175.12,46.99,91,26,3.0,NZ,1596990409
516,fare,-16.7,-151.02,78.13,73,19,19.3,PF,1596990410
517,nouadhibou,20.93,-17.03,77.0,69,0,26.4,MR,1596990412
518,tambopata,-12.73,-69.18,87.8,62,0,3.36,PE,1596990414
519,sungai petani,5.65,100.49,84.2,79,20,2.8,MY,1596990415
520,tambovka,50.1,128.05,64.4,100,75,13.42,RU,1596990416
521,englehart,47.82,-79.87,71.6,73,75,4.7,CA,1596990417
522,znamenka,52.42,41.43,69.3,68,5,7.09,RU,1596990418
523,poum,-20.23,164.02,73.67,79,100,18.77,NC,1596990419
524,sassandra,4.95,-6.08,78.46,73,65,8.75,CI,1596990420
525,iqaluit,63.75,-68.51,51.8,57,75,9.17,CA,1596990421
526,tahoua,14.89,5.27,89.6,52,75,16.11,NE,1596990423
527,guantanamo,20.14,-75.21,93.2,52,40,21.92,CU,1596990425
528,osmena,10.52,119.93,83.89,79,90,13.38,PH,1596990426
529,polson,47.69,-114.16,63.0,42,0,1.99,US,1596990427
530,nanortalik,60.14,-45.24,43.84,89,100,6.89,GL,1596990428
531,vrangel,42.73,133.08,65.59,95,100,15.82,RU,1596990429
532,blagoyevo,63.37,47.92,54.27,69,37,4.79,RU,1596990430
533,rio grande,-32.03,-52.1,72.0,68,0,4.7,BR,1596990431
534,san cristobal,7.77,-72.22,82.4,54,75,23.04,VE,1596990432
535,ucluelet,48.93,-125.55,55.99,100,90,2.24,CA,1596990296
536,flin flon,54.77,-101.86,59.0,82,75,12.75,CA,1596990436
537,nizhniy kuranakh,58.84,125.49,57.29,79,82,1.43,RU,1596990437
538,teknaf,20.86,92.31,81.46,87,100,11.97,BD,1596990438
539,port lincoln,-34.73,135.87,52.29,83,16,10.58,AU,1596990439
540,helong,42.54,129.0,66.9,90,100,2.75,CN,1596990441
541,lebork,54.54,17.75,81.0,57,31,5.82,PL,1596990442
542,turukhansk,65.82,87.98,69.01,61,79,4.47,RU,1596990443
543,merauke,-8.47,140.33,77.22,91,22,8.39,ID,1596990305
544,toba,34.48,136.85,82.4,83,40,6.93,JP,1596990445
545,opuwo,-18.06,13.84,83.3,14,1,9.73,NA,1596990446
546,takab,36.4,47.11,75.92,27,40,9.04,IR,1596990447
547,vestmanna,62.16,-7.17,55.4,87,75,12.75,FO,1596990449
548,dzhalil,55.02,52.74,55.92,90,100,10.56,RU,1596990451
549,allonnes,47.97,0.16,98.6,19,74,6.93,FR,1596990452
550,encheng,22.18,112.3,78.82,87,100,4.0,CN,1596990453
551,ambon,-3.7,128.18,82.99,91,60,9.06,ID,1596990454
552,yatou,37.15,122.38,72.88,97,87,5.55,CN,1596990455
553,xiuyan,40.29,123.27,71.83,95,67,1.77,CN,1596990456
554,tautira,-17.73,-149.15,77.0,50,40,6.93,PF,1596990457
555,nushki,29.55,66.02,85.86,50,30,8.34,PK,1596990458
556,yinchuan,38.47,106.27,80.17,30,22,2.53,CN,1596990459
557,athabasca,54.72,-113.29,60.13,56,1,17.49,CA,1596990460
558,ecuandureo,20.17,-102.18,67.15,80,100,3.78,MX,1596990462
